root - ERROR - Missing name in clients.csv row: {'client_number': '1011', 'first_name': '', 'last_name': 'Jeffries', 'email_address': 'jeffries@pixell.com'}


root - ERROR - Error parsing account row {'account_number': '20001', 'client_number': '1001', 'balance': '15000', 'date_created': '2023-01-10', 'account_type': 'ChequingAccount', 'overdraft_limit': '-50', 'overdraft_rate': '0.035', 'minimum_balance': 'Null', 'management_fee': 'Null'}: ChequingAccount.__init__() takes from 4 to 6 positional arguments but 7 were given
root - ERROR - Error parsing account row {'account_number': '20077', 'client_number': '1006', 'balance': '7563.55', 'date_created': '2023-10-10', 'account_type': 'SavingsAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': '34', 'management_fee': 'Null'}: SavingsAccount.__init__() missing 1 required positional argument: 'minimum_balance'


root - ERROR - Error parsing account row {'account_number': '20079', 'client_number': '1002', 'balance': '10543.58', 'date_created': '2023-10-10', 'account_type': 'InvestmentAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': 'Null', 'management_fee': '5.42'}: name 'interest_rate' is not defined


root - ERROR - Error parsing account row {'account_number': '20080', 'client_number': '1007', 'balance': '6823.39', 'date_created': '2023-10-10', 'account_type': 'SavingsAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': '62', 'management_fee': 'Null'}: SavingsAccount.__init__() missing 1 required positional argument: 'minimum_balance'


root - ERROR - Error parsing account row {'account_number': '20082', 'client_number': '1005', 'balance': '9425.88', 'date_created': '2023-10-10', 'account_type': 'InvestmentAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': 'Null', 'management_fee': '2.73'}: name 'interest_rate' is not defined


root - ERROR - Error parsing account row {'account_number': '20083', 'client_number': '1004', 'balance': '12039.55', 'date_created': '2023-10-10', 'account_type': 'SavingsAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': '38', 'management_fee': 'Null'}: SavingsAccount.__init__() missing 1 required positional argument: 'minimum_balance'


root - ERROR - Error parsing account row {'account_number': '20085', 'client_number': '1008', 'balance': '4728.76', 'date_created': '2023-10-10', 'account_type': 'InvestmentAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': 'Null', 'management_fee': '0.56'}: name 'interest_rate' is not defined


root - ERROR - Error parsing account row {'account_number': '20086', 'client_number': '1010', 'balance': '23847.91', 'date_created': '2023-10-10', 'account_type': 'SavingsAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': '3', 'management_fee': 'Null'}: SavingsAccount.__init__() missing 1 required positional argument: 'minimum_balance'


root - ERROR - Error parsing account row {'account_number': '20088', 'client_number': '1009', 'balance': '32219', 'date_created': '2023-10-10', 'account_type': 'InvestmentAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': 'Null', 'management_fee': '4.05'}: name 'interest_rate' is not defined


root - ERROR - Error parsing account row {'account_number': '20089', 'client_number': '1002', 'balance': '14758.66', 'date_created': '2023-10-10', 'account_type': 'SavingsAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': '47', 'management_fee': 'Null'}: SavingsAccount.__init__() missing 1 required positional argument: 'minimum_balance'


root - ERROR - Error parsing account row {'account_number': '20091', 'client_number': '1001', 'balance': '13156.77', 'date_created': '2023-10-10', 'account_type': 'InvestmentAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': 'Null', 'management_fee': '3.29'}: name 'interest_rate' is not defined


root - ERROR - Error parsing account row {'account_number': '20092', 'client_number': '1005', 'balance': '8427.66', 'date_created': '2023-10-10', 'account_type': 'SavingsAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': '79', 'management_fee': 'Null'}: SavingsAccount.__init__() missing 1 required positional argument: 'minimum_balance'


root - ERROR - Error parsing account row {'account_number': '20094', 'client_number': '1003', 'balance': '13214.33', 'date_created': '2023-10-10', 'account_type': 'InvestmentAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': 'Null', 'management_fee': '4.67'}: name 'interest_rate' is not defined


root - ERROR - Error parsing account row {'account_number': '20095', 'client_number': '1008', 'balance': '19658.75', 'date_created': '2023-10-10', 'account_type': 'SavingsAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': '53', 'management_fee': 'Null'}: SavingsAccount.__init__() missing 1 required positional argument: 'minimum_balance'


root - ERROR - Invalid balance: {'account_number': '20097', 'client_number': '1009', 'balance': 'ten', 'date_created': '2023-09-10', 'account_type': 'SavingsAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': '50', 'management_fee': 'Null'}


root - ERROR - Invalid date format: {'account_number': '20098', 'client_number': '1009', 'balance': '31000', 'date_created': '20230915', 'account_type': 'ChequingAccount', 'overdraft_limit': '-50', 'overdraft_rate': '0.025', 'minimum_balance': 'Null', 'management_fee': 'Null'}


root - ERROR - Invalid account type: {'account_number': '20099', 'client_number': '1010', 'balance': '6764.67', 'date_created': '2023-10-01', 'account_type': 'InvestmentAccoun', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': 'Null', 'management_fee': '3'}


root - ERROR - Account with client_number not found: {'account_number': '20100', 'client_number': '9999', 'balance': '4109.99', 'date_created': '2023-10-05', 'account_type': 'SavingsAccount', 'overdraft_limit': 'Null', 'overdraft_rate': 'Null', 'minimum_balance': '100', 'management_fee': 'Null'}


